id,value
id_179,24.0
id_180,12.0
id_181,11.0
id_182,9.0
id_183,13.0
id_184,18.0
id_185,15.0
id_186,16.0
id_187,36.0
id_188,10.0
id_189,12.0
id_190,11.0
id_191,25.0
id_192,20.0
id_193,23.0
id_194,11.0
id_195,19.0
id_196,7.0
id_197,14.0
id_198,11.0
id_199,11.0
id_200,24.0
id_201,10.0
id_202,8.0
id_203,11.0
id_204,15.0
id_205,7.0
id_206,10.0
id_207,14.0
id_208,20.0
id_209,7.0
id_210,17.0
id_211,11.0
id_212,12.0
id_213,18.0
id_214,20.0
id_215,11.0
id_216,13.0
id_217,15.0
id_218,21.0
id_219,17.0
id_220,11.0
id_221,10.0
id_222,7.0
id_223,11.0
id_224,9.0
id_225,11.0
id_226,8.0
id_227,8.0
id_228,5.0
id_229,8.0
id_230,20.0
id_231,10.0
id_232,12.0
id_233,19.0
id_234,12.0
id_235,8.0
id_236,8.0
id_237,18.0
id_238,8.0
id_239,19.0
id_240,42.0
id_241,14.0
id_242,17.0
id_243,8.0
id_244,5.0
id_245,16.0
id_246,12.0
id_247,23.0
id_248,18.0
id_249,34.0
id_250,17.0
id_251,10.0
id_252,11.0
id_253,22.0
id_254,14.0
id_255,27.0
id_256,15.0
id_257,19.0
id_258,3.0
id_259,13.0
id_260,12.0
id_261,9.0
id_262,10.0
id_263,10.0
id_264,15.0
id_265,30.0
id_266,13.0
id_267,13.0
id_268,16.0
id_269,11.0
id_270,8.0
id_271,14.0
id_272,22.0
id_273,12.0
id_274,7.0
id_275,11.0
id_276,3.0
id_277,12.0
id_278,11.0
id_279,14.0
id_280,8.0
id_281,30.0
id_282,14.0
id_283,30.0
id_284,12.0
id_285,34.0
id_286,30.0
id_287,13.0
id_288,15.0
id_289,17.0
id_290,20.0
id_291,13.0
id_292,14.0
id_293,21.0
id_294,28.0
id_295,29.0
id_296,12.0
id_297,19.0
id_298,15.0
id_299,20.0
id_300,20.0
id_301,10.0
id_302,20.0
id_303,6.0
id_304,24.0
id_305,28.0
id_306,20.0
id_307,4.0
id_308,22.0
id_309,12.0
id_310,10.0
id_311,4.0
id_312,32.0
id_313,22.0
id_314,18.0
id_315,5.0
id_316,11.0
id_317,6.0
id_318,5.0
id_319,10.0
id_320,15.0
id_321,10.0
id_322,12.0
id_323,10.0
id_324,25.0
id_325,10.0
id_326,15.0
id_327,9.0
id_328,23.0
id_329,24.0
id_330,12.0
id_331,4.0
id_332,20.0
id_333,4.0
id_334,10.0
id_335,14.0
id_336,11.0
id_337,15.0
id_338,27.0
id_339,18.0
id_340,9.0
id_341,7.0
id_342,16.0
id_343,30.0
id_344,8.0
id_345,11.0
id_346,16.0
id_347,32.0
id_348,15.0
id_349,21.0
id_350,23.0
id_351,9.0
id_352,31.0
id_353,8.0
id_354,22.0
id_355,22.0
id_356,41.0
id_357,13.0
id_358,11.0
id_359,14.0
id_360,8.0
id_361,10.0
id_362,8.0
id_363,23.0
id_364,12.0
id_365,21.0
id_366,3.0
id_367,12.0
id_368,54.0
id_369,12.0
id_370,14.0
id_371,11.0
id_372,30.0
id_373,24.0
id_374,20.0
id_375,14.0
id_376,8.0
id_377,16.0
id_378,16.0
id_379,22.0
id_380,4.0
id_381,5.0
id_382,30.0
id_383,12.0
id_384,10.0
id_385,7.0
id_386,13.0
id_387,17.0
id_388,8.0
id_389,18.0
id_390,13.0
id_391,16.0
id_392,10.0
id_393,7.0
id_394,29.0
id_395,4.0
id_396,7.0
id_397,36.0
id_398,10.0
id_399,29.0
id_400,13.0
id_401,5.0
id_402,7.0
id_403,17.0
id_404,12.0
id_405,10.0
id_406,10.0
id_407,9.0
id_408,22.0
id_409,3.0
id_410,10.0
id_411,10.0
id_412,20.0
id_413,7.0
id_414,13.0
id_415,8.0
id_416,8.0
id_417,28.0
id_418,3.0
id_419,34.0
id_420,21.0
id_421,8.0
id_422,5.0
id_423,29.0
id_424,12.0
id_425,8.0
id_426,5.0
id_427,21.0
id_428,18.0
id_429,13.0
id_430,12.0
id_431,25.0
id_432,9.0
id_433,14.0
id_434,12.0
id_435,8.0
id_436,17.0
id_437,5.0
id_438,5.0
id_439,16.0
id_440,5.0
id_441,19.0
id_442,22.0
id_443,19.0
id_444,30.0
id_445,10.0
id_446,10.0
id_447,33.0
id_448,11.0
id_449,10.0
id_450,8.0
id_451,4.0
id_452,30.0
id_453,15.0
id_454,10.0
id_455,10.0
id_456,14.0
id_457,10.0
id_458,10.0
id_459,7.0
id_460,8.0
id_461,26.0
id_462,10.0
id_463,8.0
id_464,5.0
id_465,23.0
id_466,38.0
id_467,13.0
id_468,19.0
id_469,19.0
id_470,16.0
id_471,11.0
id_472,17.0
id_473,33.0
id_474,15.0
id_475,12.0
id_476,11.0
id_477,62.0
id_478,9.0
id_479,8.0
id_480,7.0
id_481,11.0
id_482,25.0
id_483,21.0
id_484,8.0
id_485,5.0
id_486,13.0
id_487,19.0
id_488,21.0
id_489,9.0
id_490,30.0
id_491,21.0
id_492,14.0
id_493,14.0
id_494,8.0
id_495,11.0
id_496,15.0
id_497,12.0
id_498,9.0
id_499,21.0
